"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASVa41610b7","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__","s__"
"ASV564a9289","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASVbf017601","k__Bacteria","p__Spirochaetota","c__Spirochaetia","o__Spirochaetales","f__Spirochaetaceae","g__Treponema","s__porcinum"
"ASV84305c4f","k__Bacteria","p__Bacillota","c__Clostridia","o__","f__","g__","s__"
"ASVa7f02a89","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__Oscillibacter","s__"
"ASV43752484","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Muribaculaceae","g__","s__"
"ASV9dba4eb4","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASV00b57a3e","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Roseburia","s__inulinivorans"
"ASV079f9a45","k__Bacteria","p__","c__","o__","f__","g__","s__"
"ASVeee5bf8a","k__Bacteria","p__Synergistota","c__Synergistia","o__Synergistales","f__Synergistaceae","g__Cloacibacillus","s__porcorum"
"ASVa15af04b","k__Bacteria","p__","c__","o__","f__","g__","s__"
"ASVbc9f2a4f","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__","g__","s__"
"ASVf3a52a33","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__","s__"
"ASV60b181d7","k__Bacteria","p__Actinomycetota","c__Coriobacteriia","o__Coriobacteriales","f__Atopobiaceae","g__Tractidigestivibacter","s__"
"ASVc0801b82","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__","g__","s__"
"ASV3e010aff","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASVa5313862","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__","s__"
"ASV808bc033","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__","g__","s__"
"ASV014c27a7","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Butyribacter","s__"
"ASVad6c32e4","k__Bacteria","p__Bacillota","c__Clostridia","o__","f__","g__","s__"
"ASV208c0e04","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__","g__","s__"
"ASV0a6cd41e","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Rikenellaceae RC9 gut group","s__"
"ASVd911b1ed","k__Bacteria","p__Bacillota","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Anaerovoracaceae","g__Family XIII AD3011 group","s__"
"ASVdbdb632d","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__","g__","s__"
"ASV40d4a683","k__Bacteria","p__Bacillota","c__Bacilli","o__","f__","g__","s__"
"ASV4b449e30","k__Bacteria","p__Bacillota","c__Clostridia","o__","f__","g__","s__"
"ASV7d7a14fc","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__","g__","s__"
"ASVcb685009","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia","s__wexlerae"
"ASV2d0f7231","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__","s__"
"ASVb07b1bc9","k__Bacteria","p__Bacillota","c__Clostridia","o__Monoglobales","f__Monoglobaceae","g__Monoglobus","s__"
"ASVda3fbb32","k__Bacteria","p__Actinomycetota","c__Coriobacteriia","o__Coriobacteriales","f__Atopobiaceae","g__Tractidigestivibacter","s__"
"ASV0ba27a93","k__Bacteria","p__Bacillota","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Anaerovoracaceae","g__Mogibacterium","s__"
"ASV04d196b3","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Muribaculaceae","g__","s__"
"ASV17f8219b","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Ruminococcus","s__"
"ASV7312a8f9","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__[Eubacterium] coprostanoligenes group","g__","s__"
"ASV123b8a20","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__","g__","s__"
"ASV22c6922d","k__Bacteria","p__","c__","o__","f__","g__","s__"
"ASV8d660c3e","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__[Eubacterium] coprostanoligenes group","g__","s__"
"ASV5abb01c5","k__Bacteria","p__Bacillota","c__Clostridia","o__Clostridia UCG-014","f__","g__","s__"
"ASV3c3de419","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__","g__","s__"
"ASV6f83c784","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Segatella","s__"
"ASV698f4474","k__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__"
"ASVa6fbf9b5","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotellaceae NK3B31 group","s__"
"ASV72ca33e4","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__","s__"
"ASV78a1ee2b","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Segatella","s__"
"ASV7b0feb19","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Segatella","s__"
"ASV7c01dc15","k__Bacteria","p__Campylobacterota","c__Campylobacteria","o__Campylobacterales","f__Helicobacteraceae","g__Helicobacter","s__canadensis"
"ASV26d7ae4f","k__Archaea","p__Thermoplasmatota","c__Thermoplasmata","o__Methanomassiliicoccales","f__Methanomethylophilaceae","g__","s__"
"ASVc4b6cb8a","k__Bacteria","p__Bacillota","c__Clostridia","o__","f__","g__","s__"
"ASV442538f4","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Muribaculaceae","g__","s__"
"ASV61a6e38d","k__Bacteria","p__Bacillota","c__","o__","f__","g__","s__"
"ASV63dce050","k__Bacteria","p__Bacillota","c__Clostridia","o__Christensenellales","f__Christensenellaceae","g__","s__"
"ASV0d6d1dfb","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__","s__"
"ASVac21ad76","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASV55a15422","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__UCG-002","s__"
"ASVb2c316bc","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__","s__"
"ASVf8714272","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__","g__","s__"
"ASV7a151aea","k__Bacteria","p__Bacillota","c__Clostridia","o__","f__","g__","s__"
"ASVa44fcc0c","k__Bacteria","p__Bacillota","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__HT002","s__"
"ASVf6ad77f1","k__Bacteria","p__Bacillota","c__Clostridia","o__","f__","g__","s__"
"ASV89eceff5","k__Bacteria","p__Bacillota","c__","o__","f__","g__","s__"
"ASV00cdb885","k__Bacteria","p__Bacillota","c__","o__","f__","g__","s__"
"ASVb9e7185e","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__Pseudoflavonifractor","s__capillosus"
"ASV4ebc9ed7","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__Intestinimonas","s__"
"ASV5876ffa4","k__Bacteria","p__Campylobacterota","c__Campylobacteria","o__Campylobacterales","f__Helicobacteraceae","g__Helicobacter","s__ganmani"
"ASVd3a6fd43","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASV50fa33fe","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASV81548cc8","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__","s__"
"ASV30a496bf","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Ruminococcus","s__"
"ASV750145cb","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__","s__"
"ASV71532182","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASV8245e095","k__Bacteria","p__Bacillota","c__Bacilli","o__RF39","f__","g__","s__"
"ASV8ee433e5","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__","g__","s__"
"ASV6e06011b","k__Bacteria","p__Bacillota","c__Clostridia","o__Clostridia vadinBB60 group","f__","g__","s__"
"ASV933c12b5","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__Oscillibacter","s__ruminantium"
"ASV9fe33676","k__Bacteria","p__Bacillota","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__"
"ASVba2fd8f6","k__Bacteria","p__Bacillota","c__Clostridia","o__","f__","g__","s__"
"ASV42f3cdb2","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__","s__"
"ASVf31740ca","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__","g__","s__"
"ASV83ec8057","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__","s__"
"ASV0a6e3813","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__","g__","s__"
"ASVfda19f49","k__Bacteria","p__Bacillota","c__Clostridia","o__","f__","g__","s__"
"ASV63b33fa2","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__","s__"
"ASVe3b991be","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASVc798b725","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__[Eubacterium] coprostanoligenes group","g__","s__"
"ASV5a96e5b9","k__Bacteria","p__Spirochaetota","c__Spirochaetia","o__Spirochaetales","f__Spirochaetaceae","g__Treponema","s__"
"ASV0a24ed13","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__","f__","g__","s__"
"ASV6f0fc50f","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__","s__"
"ASV86dd4573","k__Bacteria","p__Bacillota","c__Clostridia","o__","f__","g__","s__"
"ASVf0ebb05e","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotellaceae NK3B31 group","s__"
"ASV698851da","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__[Eubacterium] coprostanoligenes group","g__","s__"
"ASV826ff8b2","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__UCG-010","g__","s__"
"ASVb7f106c0","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Eubacteriaceae","g__Pseudoramibacter","s__"
"ASVf372214f","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__","s__"
"ASVe3073c90","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Candidatus Soleaferrea","s__"
"ASVc83fc3e0","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASV750f954b","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__[Eubacterium] coprostanoligenes group","g__","s__"
"ASVf2568ef2","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__","g__","s__"
"ASV80c86746","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__UCG-010","g__","s__"
"ASVe691a86d","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__","s__"
"ASVb0cac153","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Acutalibacter","s__"
"ASVa1ddddab","k__Bacteria","p__Bacillota","c__Clostridia","o__Peptococcales","f__Peptococcaceae","g__","s__"
"ASV9095f3c3","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__","s__"
"ASV8c670f3e","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__","s__"
"ASV04b15fbb","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Muribaculaceae","g__","s__"
"ASV3786542e","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__","s__"
"ASV72772644","k__Bacteria","p__Bacillota","c__Clostridia","o__Peptococcales","f__Peptococcaceae","g__","s__"
"ASV280c3c56","k__Bacteria","p__Actinomycetota","c__Coriobacteriia","o__Coriobacteriales","f__Coriobacteriaceae","g__Collinsella","s__aerofaciens"
"ASVee4ffb0a","k__Bacteria","p__Spirochaetota","c__Spirochaetia","o__Spirochaetales","f__Spirochaetaceae","g__Treponema","s__porcinum"
"ASV48e6eee2","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__[Eubacterium] eligens group","s__"
"ASV65b88fbb","k__Bacteria","p__Bacillota","c__Bacilli","o__","f__","g__","s__"
"ASV4ce8e48f","k__Bacteria","p__Bacillota","c__Clostridia","o__Christensenellales","f__Christensenellaceae","g__Christensenellaceae R-7 group","s__"
"ASV22642545","k__Bacteria","p__Bacillota","c__Clostridia","o__","f__","g__","s__"
"ASVc351ced8","k__Bacteria","p__Bacillota","c__Clostridia","o__","f__","g__","s__"
"ASV092405cf","k__Bacteria","p__Actinomycetota","c__Coriobacteriia","o__Coriobacteriales","f__Coriobacteriaceae","g__Collinsella","s__aerofaciens"
"ASV47d66e82","k__Bacteria","p__Bacillota","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Peptostreptococcaceae","g__Terrisporobacter","s__"
"ASVa8de98a2","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASV74ea7160","k__Bacteria","p__Bacillota","c__Clostridia","o__Monoglobales","f__Monoglobaceae","g__Monoglobus","s__"
"ASVe94744d6","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Dorea","s__"
"ASV55e342de","k__Bacteria","p__Bacillota","c__Clostridia","o__Clostridia UCG-014","f__","g__","s__"
"ASV6fbcf783","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASVacfa6c78","k__Bacteria","p__Bacillota","c__Bacilli","o__RF39","f__","g__","s__"
"ASVfd70631d","k__Bacteria","p__Actinomycetota","c__Coriobacteriia","o__Coriobacteriales","f__","g__","s__"
"ASV7917acf7","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__","g__","s__"
"ASV23cfa95d","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__","s__"
"ASV5aa9ac74","k__Bacteria","p__Bacillota","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__","g__","s__"
"ASV4a00dde4","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Ruminococcus","s__bromii"
"ASVf31f8bd0","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASVde1275ad","k__Bacteria","p__Actinomycetota","c__Coriobacteriia","o__Coriobacteriales","f__Eggerthellaceae","g__","s__"
"ASVd7ce9dc0","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__","g__","s__"
"ASV1eee8ee1","k__Bacteria","p__Bacillota","c__Clostridia","o__","f__","g__","s__"
"ASV409c12ad","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__","s__"
"ASV91a0e92e","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia","s__wexlerae"
"ASV6e185808","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__","s__"
"ASV3a11701e","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__"
"ASVfb945534","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__[Eubacterium] oxidoreducens group","s__"
"ASV34add004","k__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelatoclostridiaceae","g__","s__"
"ASV009045a4","k__Bacteria","p__Bacillota","c__Clostridia","o__","f__","g__","s__"
"ASV385658c6","k__Bacteria","p__Bacillota","c__Clostridia","o__","f__","g__","s__"
"ASV974a6e3d","k__Bacteria","p__Bacillota","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Veillonellaceae","g__Megasphaera","s__"
"ASVec479e84","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__","g__","s__"
"ASV9167c1c1","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__UCG-010","g__","s__"
"ASVbe8edada","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASV6778a9c0","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__","s__"
"ASV52898fa2","k__Bacteria","p__Bacillota","c__Clostridia","o__Eubacteriales","f__Eubacteriaceae","g__","s__"
"ASV64f7678a","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASV70752029","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__[Eubacterium] siraeum group","s__"
"ASV6b9e5b2e","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__[Eubacterium] eligens group","s__eligens"
"ASVd363cb6c","k__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelatoclostridiaceae","g__UCG-004","s__"
"ASV1d01fde8","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__Oscillospira","s__"
"ASV0da4f583","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Dinghuibacter","s__"
"ASV488c460b","k__Bacteria","p__Spirochaetota","c__Spirochaetia","o__Spirochaetales","f__Spirochaetaceae","g__Treponema","s__porcinum"
"ASVe5db80d5","k__Bacteria","p__","c__","o__","f__","g__","s__"
"ASVe58632db","k__Bacteria","p__Bacillota","c__Clostridia","o__Christensenellales","f__Christensenellaceae","g__Christensenellaceae R-7 group","s__"
"ASV8fc2d4d0","k__Bacteria","p__Bacillota","c__","o__","f__","g__","s__"
"ASV72559d94","k__Bacteria","p__Bacillota","c__Clostridia","o__","f__","g__","s__"
"ASV9b94c3ff","k__Bacteria","p__Bacillota","c__Clostridia","o__Clostridia vadinBB60 group","f__","g__","s__"
"ASV31924f36","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__","f__","g__","s__"
"ASV5601c551","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Tyzzerella","s__"
"ASV84a872db","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__","s__"
"ASV9d2d7733","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotellaceae UCG-004","s__"
"ASV9ce851c9","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__","s__"
"ASV1815cffb","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__UCG-005","s__"
"ASVa8d84509","k__Bacteria","p__Bacillota","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__"
"ASV86730591","k__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiia","o__Verrucomicrobiales","f__Akkermansiaceae","g__Akkermansia","s__muciniphila"
"ASVdc9e95f9","k__Bacteria","p__Bacillota","c__Clostridia","o__Peptostreptococcales-Tissierellales","f__Peptostreptococcaceae","g__Terrisporobacter","s__"
"ASV0504e0f1","k__Bacteria","p__Bacillota","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__Clostridium","s__"
"ASVeeb6a71c","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__","s__"
"ASV0b78fb24","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Muribaculaceae","g__","s__"
"ASVbcdbb270","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__","s__"
"ASV83c41deb","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__","s__"
"ASVcddd63d3","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__merdae"
"ASVc2ad9526","k__Bacteria","p__Bacillota","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__"
"ASV4c442c94","k__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotellaceae UCG-003","s__"
"ASVc409031a","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__","g__","s__"
"ASV0af0a44b","k__Bacteria","p__Bacillota","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__","s__"
"ASVeaef8d23","k__Bacteria","p__Bacillota","c__Clostridia","o__","f__","g__","s__"
"ASV1717ad46","k__Bacteria","p__Bacillota","c__","o__","f__","g__","s__"
"ASV8336896f","k__Bacteria","p__Pseudomonadota","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Hydromonas","s__"
